year,player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles
2017,Ronald Blair III,10776,ED,4,SF,9,0,9,0,7,0,64.7,,59.9,,,,0,0,0,0,0
2017,DeAndre Washington,10777,HB,15,OAK,52,13,0,68,0,0,51.6,,62.1,,,,0,0,2,0,2
2017,Connor McGovern,10778,G,13,DEN,0,0,0,1,0,47,37.2,,,,,,0,0,0,0,0
2017,Matthew Judon,10780,ED,16,BLT,54,1,7,26,59,0,68,,,,,,0,0,1,1,0
2017,Quinton Jefferson,10781,DI,3,SEA,0,0,5,0,1,0,61.2,,,,,,0,0,0,0,0
2017,Caleb Benenoch,10782,T,13,TB,0,0,0,0,0,48,62.4,,,,,,0,0,0,0,0
2017,Paul Perkins,10783,HB,7,NYG,38,24,30,7,1,0,59.6,,,,,,0,0,0,0,0
2017,Joe Dahl,10785,G,5,DET,13,0,0,0,0,13,52.6,,,,,,0,0,0,0,0
2017,Matt Ioannidis,10786,DI,14,WAS,29,0,18,0,62,40,57.6,,,,,,0,0,0,0,0
2017,Wendell Smallwood,10787,HB,7,PHI,17,3,8,19,0,0,57.1,,57.1,,,,0,0,0,0,0
2017,Joe Haeg,10789,T,15,IND,0,0,0,0,0,59,62.3,,,,,,0,0,0,0,0
2017,LeShaun Sims,10791,CB,13,TEN,34,56,54,34,0,0,44.9,,,,,,2,1,6,0,1
2017,Brandon Shell,10792,T,7,NYJ,0,0,0,0,0,29,62,,,,,,0,0,0,0,0
2017,Kentrell Brothers,10794,LB,16,MIN,67,89,79,71,1,0,73.7,,,,,,0,0,9,1,1
2017,Christian Westerman,10795,G,2,CIN,0,0,0,0,0,11,62,,,,,,0,0,0,0,0
2017,Trevor Davis,10797,WR,16,GB,59,10,67,34,0,0,67.1,,72.5,,84.2,,0,0,4,0,0
2017,Halapoulivaati Vaitai,10798,T,15,PHI,0,0,0,0,0,80,63.9,,,,,,0,0,0,0,0
2017,Tyreek Hill,10799,WR,15,KC,0,0,63,0,1,0,61.6,,,,72.9,,0,0,0,0,0
2017,D.J. Reader,10800,DI,14,HST,0,0,0,0,56,0,57.7,,,,,,0,0,0,0,0
2017,Marqui Christian,10801,S,12,LA,49,76,53,43,33,0,52,,,,,,4,1,2,2,1
2017,Spencer Drango,10802,T,16,CLV,0,0,0,0,0,46,62.1,,,,,,0,0,0,0,0
2017,Alex Collins,10805,HB,5,BLT,14,9,4,0,0,0,63,,58.8,,,,1,0,0,0,0
2017,Jatavis Brown,10809,LB,8,LAC,18,28,4,22,0,0,50,,,,,,1,0,0,2,3
2017,Andy Janovich,10810,FB,16,DEN,81,73,74,77,0,0,75.5,,59.9,,,,0,0,8,1,1
2017,D.J. White,10812,CB,1,IND,0,0,4,0,0,0,59.9,,,,,,0,0,0,0,0
2017,Drew Kaser,10813,P,16,LAC,0,7,0,76,0,32,63.2,60.5,,59.6,,29.4,2,0,1,0,0
2017,Tyrone Holmes,10815,ED,3,CLV,7,7,3,0,0,0,62,,,,,,0,0,1,0,1
2017,Devante Bond,10817,LB,14,TB,72,62,45,62,13,0,45,,,,,,4,0,7,1,2
2017,Jerell Adams,10818,TE,15,NYG,19,41,67,79,0,0,54,,,,,,0,0,3,0,0
2017,DeAndre Houston-Carson,10819,S,11,CHI,55,42,56,38,2,0,69.3,,,,,,1,0,7,0,0
2017,Jakeem Grant,10820,WR,16,MIA,86,0,47,2,10,0,68.4,,62.2,,72.5,,0,0,0,1,0
2017,David Morgan,10822,TE,15,MIN,53,0,15,8,0,30,66.5,,,,,,0,0,0,0,1
2017,Anthony Brown,10823,CB,16,DAL,0,60,64,1,59,0,63.3,,,,,,1,0,3,0,0
2017,Josh Forrest,10824,LB,2,SEA,8,8,6,4,1,0,61.4,,,,,,1,0,0,0,0
2017,Jake Rudock,10825,QB,1,DET,0,0,0,0,0,3,60,,,,,,0,0,0,0,0
2017,Cory James,10828,LB,3,OAK,1,0,9,0,0,0,61.9,,,,,,1,0,0,0,0
2017,Wes Schweitzer,10829,G,16,ATL,0,0,0,0,0,74,63.5,,,,,,0,0,0,0,0
2017,Blake Countess,10830,S,16,LA,70,94,77,27,57,0,72.2,,,,,,2,0,8,0,2
2017,Danny Vitale,10831,FB,15,CLV,79,50,16,65,0,0,72.1,,59.9,,,,0,0,6,1,1
2017,Derek Watt,10832,FB,16,LAC,66,71,60,76,0,61,59.7,,,,,,0,0,7,2,5
2017,Cody Core,10833,WR,13,CIN,65,49,60,52,0,0,73.8,,,,,,3,0,5,1,2
2017,Kyle Murphy,10834,T,3,GB,0,0,0,0,0,11,61.4,,,,,,0,0,0,0,0
2017,Anthony Zettel,10836,ED,12,DET,0,0,6,0,38,0,47.7,,,,,,1,0,0,0,0
2017,Jordan Lucas,10838,S,11,MIA,54,41,21,27,38,0,57.5,,,,,,1,0,3,1,0
2017,Harlan Miller,10839,S,5,ARZ,18,29,34,1,0,0,52.4,,,,,,0,0,0,0,1
2017,Mike Thomas,10840,WR,8,LA,30,43,39,31,0,0,53.1,,59.9,,,,1,0,1,0,3
2017,Kamu Grugier-Hill,10842,LB,16,PHI,69,94,73,68,39,0,78.6,60,,,,,3,0,12,2,1
2017,Maurice Canady,10843,CB,8,BLT,37,29,28,8,21,0,54.9,,,,,,1,0,3,0,1
2017,Kavon Frazier,10846,S,15,DAL,62,74,59,62,1,0,79.6,,,,,,0,0,7,0,2
2017,Elandon Roberts,10848,LB,10,NE,8,11,0,0,35,0,54.4,,,,,,0,0,0,0,0
2017,Kevon Seymour,10852,CB,16,CAR,22,50,57,37,22,0,51.7,,,,,,2,1,2,1,5
2017,Will Parks,10853,S,16,DEN,65,70,73,70,70,0,67.5,,,,,,2,0,3,2,0
2017,Ted Karras,10855,C,16,NE,1,0,0,0,0,87,63.2,,,,,,0,0,0,0,0
2017,Aaron Wallace,10856,ED,2,TEN,6,12,6,7,8,0,52.7,,,,,,0,0,0,0,0
2017,Stephen Weatherly,10861,ED,15,MIN,61,51,38,24,9,18,71,,,,,,1,0,3,0,0
2017,Riley Dixon,10862,P,16,DEN,0,2,0,78,0,60,64.1,60,,57.2,,,0,0,2,0,0
2017,Jalen Mills,10867,CB,14,PHI,0,0,10,0,53,0,61.6,,,,,,0,0,0,0,0
2017,Vadal Alexander,10868,T,13,OAK,0,0,0,0,0,50,61.8,,,,,,0,0,0,0,0
2017,Lachlan Edwards,10869,P,16,NYJ,0,1,0,95,0,61,58.8,60,,58.4,,,0,0,2,0,2
2017,Dwayne Washington,10870,HB,5,DET,14,26,15,13,0,0,63.3,,54.1,,,,1,0,2,2,0
2017,Daniel Lasco,10871,HB,3,NO,8,15,11,4,0,0,60,,,,,,0,0,1,0,0
2017,Charone Peake,10875,WR,3,NYJ,13,14,15,13,0,0,54.7,,,,,,0,0,1,0,0
2017,Jayron Kearse,10878,S,15,MIN,62,83,72,64,22,0,74.7,,,,,,0,0,6,3,2
2017,Clayton Fejedelem,10879,S,16,CIN,70,65,73,88,75,0,76.4,,,,,,2,0,14,1,1
2017,Tyler Matakevich,10880,LB,15,PIT,59,79,73,62,6,0,85.1,,,,,,1,1,10,4,1
2017,Austin Blythe,10882,C,16,LA,0,0,0,0,0,94,62.6,,,,,,0,0,0,0,0
2017,Scooby Wright III,10884,LB,10,ARZ,36,44,45,48,3,0,68.9,,,,,,0,0,3,0,0
2017,Joe Walker,10885,LB,12,PHI,52,33,0,42,0,0,44.8,,,,,,1,0,2,0,2
2017,Kalan Reed,10887,CB,3,TEN,7,1,11,0,0,0,62.9,,,,,,0,0,0,0,0
2017,Mike Hilton,10898,CB,16,PIT,0,90,18,20,0,0,74.7,,,,,,0,0,8,1,1
2017,Jarrod Wilson,10902,S,15,JAX,60,87,64,55,0,0,70.3,,,,,,1,0,6,1,1
2017,Briean Boddy-Calhoun,10903,CB,13,CLV,0,4,63,24,61,0,59,,,,,,5,1,4,0,3
2017,Josh Ferguson,10907,HB,10,IND,33,38,8,12,0,0,52.7,,58.4,,,,1,0,0,1,0
2017,Stefan McClure,10912,S,7,WAS,34,36,26,15,16,0,70.2,,,,,,1,0,2,1,1
2017,Chris Milton,10914,CB,14,IND,75,60,59,74,64,0,55.7,,,,,,3,0,4,0,4
2017,Adam Redmond,10915,G,4,IND,6,0,0,0,0,14,58.9,,,,,,0,0,0,0,0
2017,Chester Rogers,10918,WR,8,IND,1,0,29,0,0,0,67.1,,59.9,,70.1,,0,0,0,0,0
2017,Peyton Barber,10927,HB,12,TB,58,50,32,52,0,0,37.2,,,,,,3,2,2,0,3
2017,Alan Cross,10931,FB,8,TB,40,37,24,27,0,11,50.5,,,,,,1,0,0,1,2
2017,Isaiah Johnson,10935,S,4,TB,24,21,11,11,0,0,68.7,,,,,,0,0,4,0,0
2017,Luke Rhodes,10940,LB,16,IND,0,0,0,87,0,59,56.9,,,,,,0,0,0,0,0
2017,Channing Ward,10943,DI,1,TB,0,0,0,0,0,1,60,,,,,,0,0,0,0,0
2017,Leonard Wester,10944,T,8,TB,0,0,0,0,0,36,61.6,,,,,,0,0,0,0,0
2017,Kameron Canaday,10949,LS,16,PIT,0,0,0,66,0,78,69,,,,,,2,0,0,0,1
2017,Matthias Farley,10953,S,16,IND,6,16,16,46,75,0,53.4,,60,,,,0,0,3,0,2
2017,Hakeem Valles,10960,TE,1,DET,3,4,0,6,0,5,60.5,,,,,,0,0,0,0,0
2017,Bryson Albright,10962,ED,7,ARZ,23,37,43,33,7,0,50.4,,,,,,0,0,0,0,3
2017,Reid Ferguson,10965,LS,16,BUF,0,0,0,79,0,62,67.4,,,,,,1,0,0,0,0
2017,Kyle Carter,10977,TE,2,MIN,5,1,7,5,0,0,68.1,,,,,,0,0,0,0,0
2017,Trevor Williams,11004,CB,9,LAC,25,20,23,5,8,0,47.5,,,,,,2,0,2,0,1
2017,Jeremy Cash,11007,LB,1,CLV,2,5,3,3,0,0,57.7,,,,,,1,0,0,0,0
2017,Jared Norris,11011,LB,11,CAR,48,56,47,49,0,0,56.1,,,,,,0,0,3,0,1
2017,Mose Frazier,11015,WR,1,CAR,2,2,0,0,0,0,57.2,,,,,,0,0,0,0,0
2017,Henry Krieger-Coble,11020,TE,1,IND,7,6,5,0,0,0,60.5,,,,,,0,0,0,0,0
2017,Aaron Neary,11024,C,1,LA,0,0,0,0,0,3,60.4,,,,,,0,0,0,0,0
2017,Kyle Peko,11027,DI,4,DEN,0,0,0,0,12,0,59.5,,,,,,0,0,0,0,0
2017,Kalif Raymond,11028,WR,8,NYG,39,0,42,35,0,0,55.1,,54.8,,38,,0,0,3,1,3
2017,Eddie Yarbrough,11033,ED,6,BUF,0,0,13,0,3,0,60.6,,,,,,0,0,0,0,0
2017,Maurice Harris,11035,WR,6,WAS,22,8,6,0,0,0,53.6,,62.5,,60.3,,0,0,0,0,0
2017,J.D. McKissic,11047,HB,13,SEA,1,68,37,0,0,0,58.9,,60,,,,0,0,2,2,0
2017,Sharrod Neasman,11050,S,11,ATL,53,51,46,3,30,0,61.2,,,,,,2,0,2,1,1
2017,Brian Poole,11052,CB,15,ATL,3,1,52,5,0,0,34.2,,,,,,3,0,0,0,0
2017,Dominique Alexander,11058,LB,4,CLV,16,12,19,18,5,0,59,,,,,,0,0,0,0,0
2017,Marcus Johnson,11074,WR,9,PHI,6,5,43,5,0,0,57.8,,,,,,0,0,0,0,0
2017,Byron Marshall,11076,HB,4,WAS,19,7,8,0,0,0,53.2,,58.9,,,,0,0,0,0,0
2017,Hunter Sharp,11078,WR,3,NYG,11,0,15,5,0,0,61.2,,57.7,,65,,0,0,0,0,0
2017,C.J. Smith,11080,CB,3,CLV,0,9,14,0,0,0,49.2,,,,,,0,0,0,0,2
2017,Destiny Vaeao,11083,DI,6,PHI,0,0,3,0,10,0,59.6,,,,,,0,0,0,0,0
2017,Rob Kelley,11090,HB,3,WAS,5,0,7,1,0,0,60.4,,62.9,,,,0,0,0,0,0
2017,Nick Rose,11091,K,10,LAC,0,47,0,0,0,40,60.7,69.4,,,,47.3,0,0,0,0,0
2017,Trevon Coley,11093,DI,9,CLV,0,0,7,0,31,0,59.1,,,,,,0,0,0,0,0
2017,Anthony Fabiano,11094,C,4,IND,0,0,0,0,0,12,61.4,,,,,,0,0,0,0,0
2017,Wil Lutz,11096,K,16,NO,0,94,0,0,0,90,49.5,84.2,,,,72.3,1,0,2,1,0
2017,Patrick Onwuasor,11100,LB,16,BLT,19,11,16,87,2,0,57.8,,,,,,1,0,2,0,1
2017,Michael Pierce,11101,DI,10,BLT,0,0,7,0,18,0,45,,,,,,1,0,0,0,0
2017,Matt Skura,11102,G,12,BLT,0,0,0,0,0,51,64,,,,,,0,0,0,0,0
2017,Alex Erickson,11107,WR,16,CIN,80,0,78,12,0,0,71.8,,56.1,,52.2,,0,0,1,0,0
2017,Darius Hillary,11110,CB,1,CLV,0,0,3,0,3,0,60,,,,,,0,0,0,0,0
2017,Alex Redmond,11113,G,4,CIN,0,0,0,0,0,17,61.6,,,,,,0,0,0,0,0
2017,Jake Brendel,11117,G,16,MIA,35,0,0,0,0,52,69.9,,,,,,0,0,0,0,0
2017,Ed Eagan,11121,WR,4,NYG,0,0,11,0,0,0,60.5,,,,62.8,,0,0,0,0,0
2017,Andy Jones,11123,WR,2,DET,0,11,9,12,0,0,65.1,,,,,,0,0,1,0,0
2017,Deon King,11124,LB,9,CLV,50,29,37,42,0,0,68.3,,,,,,0,0,2,0,0
2017,Jace Billingsley,11130,WR,1,DET,0,7,0,0,0,0,74.1,,,,,,0,0,2,0,1
2017,Charles Washington,11137,S,16,DET,79,87,65,73,0,0,71.5,,,,,,0,0,6,2,1
2017,Geronimo Allison,11141,WR,13,GB,73,30,45,0,0,0,73.8,,,,60.1,,0,0,0,0,0
2017,Kentrell Brice,11142,S,6,GB,13,21,16,24,12,0,60.5,,,,,,1,0,1,0,0
2017,Reggie Gilbert,11147,ED,2,GB,9,0,1,0,8,0,66.4,,,,,,0,0,0,0,0
2017,Josh Hawkins,11149,CB,15,GB,0,30,48,4,41,0,54.5,,,,,,1,0,0,0,0
2017,Brian Price,11157,DI,4,DAL,0,0,0,0,19,0,59.1,,,,,,0,0,0,0,0
2017,Stephen Anderson,11160,TE,14,HST,66,4,17,17,0,18,62.9,,,,,,0,0,1,0,0
2017,Ka'imi Fairbairn,11161,K,16,HST,0,75,0,0,0,62,60.9,61,,,,46.7,0,0,1,0,0
2017,Joel Heath,11162,DI,11,HST,0,0,0,0,38,5,58.4,,,,,,0,0,0,0,0
2017,Ufomba Kamalu,11164,ED,8,HST,0,6,26,0,14,0,56.3,,,,,,0,0,0,0,0
2017,Eric Lee,11165,ED,3,NE,0,0,1,0,10,0,60,,,,,,0,0,0,0,0
2017,Brennan Scarlett,11169,ED,11,HST,60,27,23,60,32,0,39.3,,,,,,1,1,2,0,3
2017,Terrance Smith,11181,LB,15,KC,63,88,57,58,38,0,62.2,,,,,,3,0,5,1,2
2017,Morgan Fox,11184,DI,16,LA,72,0,7,0,1,14,82,,,,,,0,0,0,0,0
2017,Nicholas Grigsby,11187,LB,5,NE,19,29,20,8,3,0,52.8,,,,,,1,1,4,0,4
2017,Mike Jordan,11189,CB,15,CLV,42,45,43,30,8,0,69.2,,,,,,0,0,3,2,2
2017,Cory Littleton,11190,LB,16,LA,65,92,78,55,72,0,90,,,,,,3,2,5,2,0
2017,Kache Palacio,11195,LB,1,SEA,1,3,4,6,1,0,44.7,,,,,,0,0,0,0,0
2017,James Burgess,11202,LB,14,CLV,40,19,26,41,42,0,62.2,,,,,,2,0,4,0,0
2017,Marshall Koehn,11209,K,1,CIN,0,2,0,0,0,1,60,60,,,,60.4,0,0,0,0,0
2017,Lafayette Pitts,11210,CB,16,BUF,42,79,55,56,1,0,78.6,,,,,,0,0,7,1,0
2017,Rashawn Scott,11211,WR,1,MIA,6,5,6,0,0,0,46.1,,,,,,1,0,0,0,0
2017,D.J. Foster,11214,HB,6,ARZ,25,0,0,0,0,0,59.4,,67.8,,,,0,0,0,0,0
2017,Jonathan Jones,11217,CB,16,NE,0,99,70,56,63,0,54.4,,,,,,4,0,6,4,5
2017,Cre'Von LeBlanc,11218,CB,9,CHI,14,27,36,12,5,0,41.1,,,,,,1,0,1,0,2
2017,Ken Crawley,11224,CB,11,NO,0,0,9,0,41,0,61.4,,,,,,0,0,0,0,0
2017,Trae Elston,11226,S,14,MIA,36,54,43,25,2,0,50.3,,,,,,2,1,1,0,0
2017,De'Vante Harris,11227,CB,11,NO,36,62,40,18,19,0,65.6,,,,,,1,0,2,0,0
2017,Tommylee Lewis,11231,WR,11,NO,37,0,29,2,0,0,69.2,,66,,54.9,,0,0,0,0,0
2017,Mitchell Loewen,11232,DI,2,NO,10,7,4,0,10,0,63.9,,,,,,0,0,0,0,0
2017,Andrew Adams,11240,S,16,NYG,77,52,73,83,30,0,62.8,,,,,,0,0,5,0,2
2017,Dont'e Deayon,11242,CB,3,NYG,0,8,1,10,0,0,57.6,,,,,,0,0,1,0,1
2017,Michael Hunter,11243,CB,4,DEN,0,4,13,3,0,0,48.9,,,,,,1,0,0,0,1
2017,Roger Lewis Jr.,11246,WR,7,NYG,9,20,12,24,0,0,49,,60,,,,0,0,1,0,1
2017,Ryan Malleck,11247,TE,2,HST,12,2,4,0,0,1,66.1,,,,,,0,0,0,0,0
2017,Romeo Okwara,11250,ED,5,NYG,0,13,6,1,6,0,61.9,,,,,,0,0,0,1,0
2017,Lawrence Thomas,11265,FB,14,NYJ,63,58,18,0,1,6,50.8,,,,,,0,0,1,0,2
2017,Jason Vander Laan,11266,TE,4,IND,19,15,7,21,0,0,62.9,,,,,,0,0,2,0,1
2017,Bryce Treggs,11278,WR,3,CLV,3,0,10,0,0,0,60.4,,58.8,,39,,0,0,0,0,0
2017,Steve Longa,11285,ED,15,DET,77,84,62,75,3,0,74.2,,,,,,2,2,9,2,2
2017,Tre Madden,11286,FB,8,SEA,34,39,42,35,0,0,60.7,,,,,,1,0,3,3,1
2017,Tanner McEvoy,11288,WR,15,SEA,61,74,65,64,0,0,44,,,,,,1,0,2,0,3
2017,Tyvis Powell,11291,CB,3,SF,11,22,11,6,2,0,65.9,,,,,,1,0,2,0,0
2017,Elijhaa Penny,11300,HB,16,ARZ,76,62,70,76,0,0,66.8,,,,,,0,0,9,1,2
2017,Kevin Peterson,11302,CB,6,LA,15,32,31,8,26,0,69.7,,,,,,1,0,1,1,0
2017,Pete Robertson,11317,LB,4,WAS,15,18,29,27,6,0,61.2,,,,,,0,0,2,0,1
2017,Aldrick Rosas,11331,K,16,NYG,0,62,0,0,0,48,60.8,39.6,,,,49.4,0,0,3,0,1
2017,Ben Braunecker,11335,TE,8,CHI,37,32,35,43,0,0,66,,,,,,1,0,3,1,0
2017,Roy Robertson-Harris,11341,DI,13,CHI,47,7,55,1,47,7,63,,59.9,,,,1,0,1,0,0
2017,Marwin Evans,11343,S,16,GB,84,69,66,72,39,0,55.9,,,,,,3,0,7,2,5
2017,Zach Sterup,11346,T,6,MIA,0,0,0,0,0,23,62,,,,,,0,0,0,0,0
2017,C.J. Ham,11347,FB,16,MIN,63,88,75,63,0,0,86.8,,,,,,0,0,12,2,0
2017,K.J. Brent,11349,WR,3,IND,3,0,6,0,0,0,60.9,,,,,,0,0,0,0,0
2017,James Cowser,11351,ED,16,OAK,78,50,67,39,64,0,68,,,,,,2,1,2,1,1
2017,Antonio Hamilton,11353,CB,8,OAK,0,31,30,1,26,0,64.6,,,,,,0,0,2,0,0
2017,Johnny Holton,11354,WR,16,OAK,2,55,61,67,0,0,59.9,,,,58.4,,4,0,4,0,3
2017,Darius Latham,11356,DI,3,OAK,11,0,1,0,8,0,57,,,,,,0,0,0,0,0
2017,Max McCaffrey,11357,WR,3,SF,3,0,10,0,0,0,59.3,,,,61.3,,0,0,0,0,0
2017,Tony McRae,11358,CB,9,CIN,0,40,43,19,6,0,66.6,,,,,,0,0,2,1,0
2017,Rashod Hill,11369,T,7,MIN,0,0,0,0,0,30,62.7,,,,,,0,0,0,0,0
2017,Jaydon Mickens,11371,WR,10,JAX,31,43,70,11,0,0,53.5,,61.2,,71.3,,1,0,3,0,1
2017,Branden Jackson,11394,ED,10,SEA,0,0,4,0,42,0,61,,,,,,0,0,0,0,0
2017,Jalen Richard,11395,HB,16,OAK,82,0,60,0,0,0,61.8,,51.9,,29.1,,0,0,0,0,0
2017,Joe Kerridge,11408,FB,3,GB,15,0,7,1,0,0,54,,,,,,0,0,0,0,0
2017,Anthony Lanier II,11409,DI,11,WAS,15,0,1,0,54,0,76.1,,,,,,0,0,0,0,0
2017,Austin Traylor,11411,TE,5,DEN,19,0,0,0,0,0,57.7,,,,,,0,0,0,0,0
2017,Zach Wood,11414,LS,16,NO,0,0,0,60,0,90,60.3,,,,,,0,0,0,1,1
2017,Javien Elliott,11418,CB,15,TB,15,22,51,0,0,0,56.1,,,,,,0,0,0,0,1
2017,Darnell Sankey,11431,LB,6,IND,32,25,17,26,0,0,61.7,,,,,,0,0,0,0,0
2017,Lucas Patrick,11435,G,11,GB,20,0,0,0,0,31,64.8,,,,,,0,0,0,0,0
2017,Sam Ficken,11437,K,2,LA,0,8,0,0,0,8,60.1,57.7,,,,39,0,0,0,1,1
2017,Garrett Griffin,11439,TE,2,NO,8,0,0,0,0,4,56.3,,59.7,,,,0,0,0,0,0
2017,Marvin Hall,11440,WR,8,ATL,0,20,17,29,0,0,56,,,,,,0,0,1,0,0
2017,Jeff Overbaugh,11448,LS,1,MIN,0,0,0,8,0,4,45.4,,,,,,0,0,0,0,1
2017,Taybor Pepper,11748,LS,4,GB,0,0,0,18,0,16,62,,,,,,0,0,0,0,1
2017,Adam Bighill,11750,LB,3,NO,14,21,6,0,0,0,66.4,,,,,,0,0,0,1,0
2017,Myles Garrett,11756,ED,10,CLV,0,0,8,0,47,0,43.2,,,,,,1,0,0,0,0
2017,Solomon Thomas,11758,ED,12,SF,0,0,12,0,47,0,60.4,,,,,,0,0,0,0,0
2017,Jamal Adams,11761,S,16,NYJ,0,23,12,0,69,0,57.1,,,,,,0,0,0,1,1
2017,Christian McCaffrey,11763,HB,13,CAR,9,0,39,0,0,0,47.6,,59.1,,64.5,,0,0,0,0,0
2017,Marshon Lattimore,11766,CB,10,NO,0,0,11,0,38,0,51.1,,,,,,1,0,0,0,0
2017,Haason Reddick,11768,ED,16,ARZ,75,12,1,12,0,0,67.8,,,,,,0,0,2,1,0
2017,Derek Barnett,11769,ED,15,PHI,12,1,6,0,57,0,91.4,,,,,,0,0,0,0,0
2017,Malik Hooker,11770,S,3,IND,9,8,10,0,0,0,64,,,,,,0,0,1,0,0
2017,Marlon Humphrey,11771,CB,14,BLT,1,50,61,9,48,0,61,,,,,,1,1,1,1,0
2017,Jonathan Allen,11772,DI,5,WAS,0,0,6,0,20,0,59.7,,,,,,0,0,0,0,0
2017,Adoree' Jackson,11773,CB,16,TEN,81,0,73,0,70,0,62.8,,72.5,,68.8,,0,0,0,0,0
2017,O.J. Howard,11774,TE,12,TB,0,0,0,0,0,47,51.6,,,,,,1,0,0,0,0
2017,Garett Bolles,11775,T,14,DEN,0,0,0,1,0,53,62.8,,,,,,0,0,0,0,0
2017,Jarrad Davis,11776,LB,14,DET,0,0,2,0,66,0,61.1,,,,,,0,0,0,0,0
2017,Charles Harris,11777,ED,13,MIA,0,0,5,0,59,0,61.5,,,,,,0,0,0,0,0
2017,Evan Engram,11778,TE,14,NYG,35,0,30,6,0,44,59,,,,,,0,0,0,0,0
2017,Gareon Conley,11779,CB,2,OAK,0,0,5,0,0,0,59.9,,,,,,0,0,0,0,0
2017,Jabrill Peppers,11780,S,13,CLV,38,4,69,0,57,0,61.9,,65.6,,36.5,,0,0,0,0,0
2017,Takkarist McKinley,11781,ED,2,ATL,0,0,2,0,0,0,60,,,,,,0,0,0,0,0
2017,Tre'Davious White,11782,CB,16,BUF,0,0,9,0,71,0,60.7,,,,,,0,0,0,0,0
2017,Taco Charlton,11783,ED,3,DAL,0,0,1,0,2,0,59.9,,,,,,0,0,0,0,0
2017,David Njoku,11784,TE,16,CLV,87,4,75,0,0,0,49.5,,,,,,1,0,0,0,0
2017,T.J. Watt,11785,ED,15,PIT,52,0,0,51,45,0,82.4,,,,,,0,0,1,2,1
2017,Reuben Foster,11786,LB,5,SF,0,0,10,0,1,0,60.4,,,,,,0,0,0,0,0
2017,Ryan Ramczyk,11787,T,16,NO,0,0,0,0,0,90,63.9,,,,,,0,0,0,0,0
2017,Kevin King,11788,CB,9,GB,0,29,21,0,22,0,62.6,,,,,,0,0,1,0,0
2017,Cam Robinson,11789,T,6,JAX,0,0,0,0,0,26,62.2,,,,,,0,0,0,0,0
2017,Budda Baker,11791,S,16,ARZ,49,75,90,75,16,0,82,,,,,,1,0,13,0,4
2017,Zay Jones,11792,WR,3,BUF,4,0,0,0,0,0,58.5,,,,,,0,0,0,0,0
2017,Marcus Maye,11794,S,15,NYJ,0,28,5,0,17,0,65.5,,,,,,0,0,1,0,0
2017,Curtis Samuel,11795,WR,9,CAR,33,24,36,28,0,0,53.2,,60.8,,,,1,0,0,1,0
2017,Marcus Williams,11797,S,14,NO,1,79,8,0,24,0,65.3,,,,,,0,0,3,1,1
2017,Sidney Jones,11798,CB,1,PHI,0,0,7,0,0,0,59.9,,,,,,0,0,0,0,0
2017,Gerald Everett,11799,TE,11,LA,1,0,27,11,0,0,43.7,,,,,,1,0,0,0,0
2017,Adam Shaheen,11800,TE,13,CHI,58,0,33,17,0,41,54.9,,,,,,0,0,0,0,1
2017,Quincy Wilson,11801,CB,4,IND,7,0,11,0,1,0,65.1,,,,,,0,0,0,0,0
2017,Tyus Bowser,11802,ED,16,BLT,50,89,73,75,2,0,52,,,,,,3,0,2,1,1
2017,Joe Mixon,11803,HB,3,CIN,14,0,0,0,0,0,65.8,,,,,,0,0,0,0,0
2017,Ryan Anderson,11804,ED,13,WAS,1,52,40,46,5,0,52.2,,,,,,1,0,1,0,1
2017,Justin Evans,11805,S,14,TB,13,17,12,12,53,0,55.2,,,,,,2,0,0,0,0
2017,Teez Tabor,11808,CB,10,DET,1,44,30,0,0,0,57.4,,,,,,0,0,2,0,1
2017,Dalvin Tomlinson,11810,DI,16,NYG,0,0,0,0,66,48,60,,,,,,0,0,0,0,0
2017,Obi Melifonwu,11811,S,5,OAK,0,17,22,3,0,0,72.9,,,,,,0,0,1,0,0
2017,Zach Cunningham,11812,LB,16,HST,35,2,4,92,77,0,68.8,,,,,,0,0,6,2,2
2017,Ethan Pocic,11813,G,16,SEA,22,0,0,0,0,65,55.7,,59.9,,,,0,0,0,0,0
2017,Tanoh Kpassagnon,11814,ED,16,KC,3,41,2,0,59,0,61.7,,,,,,0,0,1,0,1
2017,Chidobe Awuzie,11815,CB,8,DAL,13,16,9,9,2,0,52.1,,,,,,1,0,0,0,1
2017,Josh Jones,11816,S,14,GB,37,44,16,25,34,0,46.4,,,,,,5,0,4,0,1
2017,JuJu Smith-Schuster,11817,WR,13,PIT,51,0,0,0,0,0,59,,66.6,,,,0,0,0,0,0
2017,Dion Dawkins,11818,T,16,BUF,0,0,0,0,0,62,62,,,,,,0,0,0,0,0
2017,Taylor Moton,11819,G,16,CAR,8,0,0,0,0,67,66.8,,,,,,0,0,0,0,0
2017,Larry Ogunjobi,11820,DI,12,CLV,0,0,1,0,50,0,57.6,,,,,,0,0,0,0,0
2017,Ahkello Witherspoon,11821,CB,12,SF,17,13,42,0,41,0,62.8,,,,,,0,0,0,0,0
